,AnoMes,Municipio,Estado,Regiao,QT_PagadorPF,QT_PagadorPJ,QT_RecebedorPF,QT_RecebedorPJ
0,202310,SANTA INÊS,PARANÁ,SUL,19028,845,11749,943
1,202310,VENTUROSA,PERNAMBUCO,NORDESTE,168625,4116,131035,15700
2,202310,QUEDAS DO IGUAÇU,PARANÁ,SUL,275911,24220,157661,59803
3,202310,SIMÕES FILHO,BAHIA,NORDESTE,2868165,156027,2193194,317694
4,202310,ATALAIA,PARANÁ,SUL,39270,3215,22700,7507
5,202310,TERRA ROXA,PARANÁ,SUL,181469,16822,100065,43906
6,202310,GRAÇA ARANHA,MARANHÃO,NORDESTE,79990,1623,55176,4500
7,202310,ANAURILÂNDIA,MATO GROSSO DO SUL,CENTRO-OESTE,84164,5820,51528,11928
8,202310,TIMBAÚBA,PERNAMBUCO,NORDESTE,723905,17547,557968,69062
9,202310,FAROL,PARANÁ,SUL,32054,741,16583,1716
10,202310,CONTENDA,PARANÁ,SUL,210750,17371,118788,26137
11,202310,FOZ DO JORDÃO,PARANÁ,SUL,55929,3832,28707,7973
12,202310,PARANACITY,PARANÁ,SUL,107174,8460,63235,18972
13,202310,ANAHY,PARANÁ,SUL,21469,1612,13572,4273
14,202310,MANFRINÓPOLIS,PARANÁ,SUL,22602,1689,11053,3400
15,202310,BELÉM DO SÃO FRANCISCO,PERNAMBUCO,NORDESTE,343431,6105,236055,32554
16,202310,PRANCHITA,PARANÁ,SUL,40419,5295,20890,10748
17,202310,GUARACI,PARANÁ,SUL,53651,3726,32397,10644
18,202310,ARARUNA,PARANÁ,SUL,125948,14597,78212,27562
19,202310,GOIOXIM,PARANÁ,SUL,47797,3387,26004,7690
20,202310,PATO BRANCO,PARANÁ,SUL,1057037,1825469,595434,5292868
21,202310,DEODÁPOLIS,MATO GROSSO DO SUL,CENTRO-OESTE,169133,12377,95811,33502
22,202310,GUAIRAÇÁ,PARANÁ,SUL,65501,4082,36103,10774
23,202310,SÃO FRANCISCO DO BREJÃO,MARANHÃO,NORDESTE,118218,2448,80815,11805
24,202310,BOM PROGRESSO,RIO GRANDE DO SUL,SUL,15171,452,8523,1269
25,202310,MANDAGUAÇU,PARANÁ,SUL,308011,39668,188289,76708
26,202310,IRATI,PARANÁ,SUL,586820,65327,344158,155012
27,202310,SOURE,PARÁ,NORTE,376071,10300,272382,28025
28,202310,PORECATU,PARANÁ,SUL,159288,9557,91996,22768
29,202310,SANTA HELENA,PARANÁ,SUL,221463,23020,126041,57468
30,202310,FÁTIMA,TOCANTINS,NORTE,62528,3669,39363,9288
31,202310,LIMOEIRO,PERNAMBUCO,NORDESTE,727058,29248,605157,78030
32,202310,MARMELEIRO,PARANÁ,SUL,125011,21645,70875,39258
33,202310,SÃO CAITANO,PERNAMBUCO,NORDESTE,369878,10226,300084,37563
34,202310,CAPITÃO POÇO,PARÁ,NORTE,546528,27713,409450,98778
35,202310,LARANJAL,PARANÁ,SUL,37700,1601,18756,3600
36,202310,ASSIS CHATEAUBRIAND,PARANÁ,SUL,356675,36882,208606,100591
37,202310,QUARTO CENTENÁRIO,PARANÁ,SUL,43521,2971,22332,6733
38,202310,ÂNGULO,PARANÁ,SUL,29953,3665,19142,6252
39,202310,SALGUEIRO,PERNAMBUCO,NORDESTE,1043072,37536,755007,148910
40,202310,CONSELHEIRO MAIRINCK,PARANÁ,SUL,32793,1830,19563,4816
41,202310,CEDRO,PERNAMBUCO,NORDESTE,158443,2309,111826,8210
42,202310,COLOMBO,PARANÁ,SUL,4048035,356049,2605969,701882
43,202310,NOVA OLÍMPIA,PARANÁ,SUL,54410,3360,37418,9084
44,202310,NOVA CANTU,PARANÁ,SUL,57725,3323,31639,9236
45,202310,CRUZ MACHADO,PARANÁ,SUL,89635,6590,51039,15188
46,202310,TAPEJARA,PARANÁ,SUL,151492,17309,86500,35950
47,202310,JARDIM ALEGRE,PARANÁ,SUL,98986,11053,56666,19563
48,202310,LAGO VERDE,MARANHÃO,NORDESTE,175548,2160,112682,10616
49,202310,DOUTOR CAMARGO,PARANÁ,SUL,57422,5204,34458,10839
50,202310,INDIANÓPOLIS,PARANÁ,SUL,47484,2555,27414,6692
51,202310,IVAÍ,PARANÁ,SUL,109172,6811,56380,14098
52,202310,SÃO JOÃO DO TRIUNFO,PARANÁ,SUL,86702,5625,42630,12727
53,202310,DOM ELISEU,PARÁ,NORTE,780063,45802,535966,126302
54,202310,FAZENDA RIO GRANDE,PARANÁ,SUL,2065487,205265,1356665,417589
55,202310,TERRA RICA,PARANÁ,SUL,147434,11173,90506,30661
56,202310,ITAITUBA,PARÁ,NORTE,2661855,183559,1720589,553799
57,202310,QUINTA DO SOL,PARANÁ,SUL,47375,3533,26352,7957
58,202310,MAMBORÊ,PARANÁ,SUL,134113,9663,71749,24214
59,202310,SÃO PEDRO DO IVAÍ,PARANÁ,SUL,96399,6246,55557,15716
60,202310,BUÍQUE,PERNAMBUCO,NORDESTE,345246,8033,240258,28904
61,202310,TOLEDO,PARANÁ,SUL,1654669,235077,983315,511111
62,202310,SALOÁ,PERNAMBUCO,NORDESTE,127750,4051,82251,17042
63,202310,SANTO INÁCIO,PARANÁ,SUL,55670,5861,33896,13106
64,202310,RIBEIRÃO CLARO,PARANÁ,SUL,106875,9144,63281,24511
65,202310,OLINDA,PERNAMBUCO,NORDESTE,8376251,325277,6449829,1871131
66,202310,ARAPOTI,PARANÁ,SUL,312330,28133,169488,53300
67,202310,SANTA CRUZ DO CAPIBARIBE,PERNAMBUCO,NORDESTE,1873464,84345,1536079,464880
68,202310,AMAPORÃ,PARANÁ,SUL,54113,2260,31593,5349
69,202310,PALMAS,PARANÁ,SUL,505545,41975,276821,97678
70,202310,MARECHAL CÂNDIDO RONDON,PARANÁ,SUL,476560,63301,268244,169347
71,202310,BOA ESPERANÇA,PARANÁ,SUL,43425,3547,24737,9380
72,202310,ESPERANÇA NOVA,PARANÁ,SUL,11117,905,6498,2179
73,202310,JUNDIAÍ DO SUL,PARANÁ,SUL,24075,1206,13576,2002
74,202310,VICÊNCIA,PERNAMBUCO,NORDESTE,291083,5742,202272,18539
75,202310,SANTA TEREZA DO OESTE,PARANÁ,SUL,134808,17463,78772,33801
76,202310,MARILUZ,PARANÁ,SUL,89304,5818,55085,14213
77,202310,PATO BRAGADO,PARANÁ,SUL,44183,6539,21508,15359
78,202310,MAGALHÃES BARATA,PARÁ,NORTE,99499,1340,70851,4746
79,202310,MARILÂNDIA DO SUL,PARANÁ,SUL,90958,5925,51839,12923
80,202310,COLORADO,PARANÁ,SUL,249681,27631,157621,57784
81,202310,PRUDENTÓPOLIS,PARANÁ,SUL,360117,37005,197399,81936
82,202310,AFUÁ,PARÁ,NORTE,254583,7143,179747,18894
83,202310,PAIÇANDU,PARANÁ,SUL,578165,53739,345657,104910
84,202310,CLEVELÂNDIA,PARANÁ,SUL,173181,14558,93414,37547
85,202310,ICATU,MARANHÃO,NORDESTE,206998,1766,138070,7325
86,202310,PÉROLA D'OESTE,PARANÁ,SUL,38572,5017,20362,10626
87,202310,AMPÉRE,PARANÁ,SUL,158832,23553,94838,64134
88,202310,BOM JESUS DO SUL,PARANÁ,SUL,23724,3364,14108,5102
89,202310,JAPURÁ,PARANÁ,SUL,76816,8956,53299,21430
90,202310,SÃO JOÃO,PARANÁ,SUL,75945,11516,42473,22696
91,202310,TERENOS,MATO GROSSO DO SUL,CENTRO-OESTE,179462,13506,111490,29614
92,202310,GRANDES RIOS,PARANÁ,SUL,53853,2719,31853,6657
93,202310,RONCADOR,PARANÁ,SUL,88751,6744,49154,18223
94,202310,GOIOERÊ,PARANÁ,SUL,314525,32668,189451,75669
95,202310,TOMAZINA,PARANÁ,SUL,61622,5019,38117,12442
96,202310,MEDIANEIRA,PARANÁ,SUL,568837,82787,328194,193656
97,202310,CARNAUBEIRA DA PENHA,PERNAMBUCO,NORDESTE,128931,627,77130,3619
98,202310,JOAQUIM NABUCO,PERNAMBUCO,NORDESTE,197972,2577,127539,6302
99,202310,TAPIRA,PARANÁ,SUL,45136,3363,27013,9726
100,202310,JANDAIA DO SUL,PARANÁ,SUL,230040,35321,140640,68015
101,202310,PRESIDENTE SARNEY,MARANHÃO,NORDESTE,182592,2129,113558,5536
102,202310,SÃO PEDRO DO PARANÁ,PARANÁ,SUL,25923,2579,16654,7731
103,202310,CORUMBATAÍ DO SUL,PARANÁ,SUL,28925,1912,17451,4470
104,202310,SANTA CRUZ DE MONTE CASTELO,PARANÁ,SUL,81784,6765,48430,18372
105,202310,SANTA MÔNICA,PARANÁ,SUL,37626,1343,20373,8984
106,202310,SÃO SEBASTIÃO DA AMOREIRA,PARANÁ,SUL,92392,6383,53503,17539
107,202310,RENASCENÇA,PARANÁ,SUL,58904,6189,30295,11855
108,202310,ANGÉLICA,MATO GROSSO DO SUL,CENTRO-OESTE,121612,6978,67610,20147
109,202310,ROLÂNDIA,PARANÁ,SUL,787669,91322,492853,177661
110,202310,CURITIBA,PARANÁ,SUL,27110266,12408339,17786279,55271023
111,202310,BOA ESPERANÇA DO IGUAÇU,PARANÁ,SUL,22839,1299,11025,2876
112,202310,QUATRO PONTES,PARANÁ,SUL,29014,3662,14417,8835
113,202310,CRUZMALTINA,PARANÁ,SUL,23545,1587,13041,2506
114,202310,PIÊN,PARANÁ,SUL,100326,11478,57459,21654
115,202310,AÇAILÂNDIA,MARANHÃO,NORDESTE,2410429,112130,1644455,419347
116,202310,ANDORINHA,BAHIA,NORDESTE,182548,5361,112700,19253
117,202310,N/D,NAO INFORMADO,Nao informado,1432588,6714,1179760,74381
118,202310,SANTA TEREZINHA DE ITAIPU,PARANÁ,SUL,294909,22523,171582,59604
119,202310,SALTO DO ITARARÉ,PARANÁ,SUL,51469,2813,31638,7844
120,202310,MOREIRA SALES,PARANÁ,SUL,89163,5424,50827,14276
121,202310,CARPINA,PERNAMBUCO,NORDESTE,1146767,53606,870078,153645
122,202310,REBOUÇAS,PARANÁ,SUL,121117,11149,65873,23096
123,202310,SÃO CAETANO DE ODIVELAS,PARÁ,NORTE,206128,3957,144068,32231
124,202310,VERA CRUZ DO OESTE,PARANÁ,SUL,83450,5931,45149,14077
125,202310,FAXINAL,PARANÁ,SUL,158869,15258,99886,34001
126,202310,MORRETES,PARANÁ,SUL,207778,19412,129265,32299
127,202310,BOA VISTA DA APARECIDA,PARANÁ,SUL,77529,6672,42539,21492
128,202310,ARIRANHA DO IVAÍ,PARANÁ,SUL,15051,515,8579,1586
129,202310,TIJUCAS DO SUL,PARANÁ,SUL,159855,16855,91779,38377
130,202310,ENTRE RIOS DO OESTE,PARANÁ,SUL,37315,4322,18672,10568
131,202310,CIDADE GAÚCHA,PARANÁ,SUL,123771,9832,71597,24601
132,202310,FLÓRIDA,PARANÁ,SUL,32611,3386,20457,7905
133,202310,NOVA TEBAS,PARANÁ,SUL,55226,4543,35059,16908
134,202310,IBEMA,PARANÁ,SUL,60993,4966,33234,9987
135,202310,UBIRATÃ,PARANÁ,SUL,233251,27178,132053,69886
136,202310,LUIZIANA,PARANÁ,SUL,55894,3485,33029,7149
137,202310,SIMÃO DIAS,SERGIPE,NORDESTE,556841,21665,372482,69431
138,202310,DOURADINA,PARANÁ,SUL,98792,12545,57188,413736
139,202310,IRETAMA,PARANÁ,SUL,91469,7549,53583,17810
140,202310,IRACEMA DO OESTE,PARANÁ,SUL,17836,1709,9612,3294
141,202310,CAMPINA DO SIMÃO,PARANÁ,SUL,30365,1837,17776,4454
142,202310,NOVO PROGRESSO,PARÁ,NORTE,531801,44718,325179,126326
143,202310,SÃO FÉLIX DO XINGU,PARÁ,NORTE,774086,35711,476882,179592
144,202310,RIO NEGRO,PARANÁ,SUL,307693,27639,183596,55814
145,202310,PARANAVAÍ,PARANÁ,SUL,1089487,156195,719513,650834
146,202310,ALTO PIQUIRI,PARANÁ,SUL,92640,5078,53999,18297
147,202310,MISSAL,PARANÁ,SUL,80120,10802,44091,24588
148,202310,CALIFÓRNIA,PARANÁ,SUL,81876,9563,54568,16580
149,202310,POMBOS,PERNAMBUCO,NORDESTE,272598,13495,210387,38310
150,202310,ALTAMIRA,PARÁ,NORTE,2018655,148986,1379998,407823
151,202310,PARANATAMA,PERNAMBUCO,NORDESTE,100308,4409,79636,12859
152,202310,RIBEIRÃO DO PINHAL,PARANÁ,SUL,137552,9031,84040,26160
153,202310,CRUZEIRO DO SUL,PARANÁ,SUL,47706,2873,28753,6340
154,202310,PLANALTO,PARANÁ,SUL,80162,10277,44993,25940
155,202310,WANDERLÂNDIA,TOCANTINS,NORTE,150399,3300,96396,11933
156,202310,FIGUEIRA,PARANÁ,SUL,82825,6536,53043,13937
157,202310,SAMBAÍBA,MARANHÃO,NORDESTE,81491,890,48592,3648
158,202310,MARQUINHO,PARANÁ,SUL,31495,1556,16513,3445
159,202310,LARANJEIRAS DO SUL,PARANÁ,SUL,337691,32519,195396,87255
160,202310,BELA VISTA DO PARAÍSO,PARANÁ,SUL,183221,14611,108573,34700
161,202310,SÃO JORGE DO PATROCÍNIO,PARANÁ,SUL,47534,3558,27256,9542
162,202310,XAMBRÊ,PARANÁ,SUL,47901,2641,30427,6118
163,202310,GUARANIAÇU,PARANÁ,SUL,118682,12240,69467,30967
164,202310,CHOPINZINHO,PARANÁ,SUL,168763,20131,91357,47887
165,202310,DOIS VIZINHOS,PARANÁ,SUL,401419,63976,237723,147478
166,202310,CAMBÉ,PARANÁ,SUL,1358851,154528,889794,312099
167,202310,MOJU,PARÁ,NORTE,778799,34736,556821,88498
168,202310,INHANGAPI,PARÁ,NORTE,105407,2118,67086,4936
169,202310,PEDRA,PERNAMBUCO,NORDESTE,167564,3503,119128,11103
170,202310,JANIÓPOLIS,PARANÁ,SUL,52142,2778,33245,8760
171,202310,IGUARACY,PERNAMBUCO,NORDESTE,98272,1976,66251,6017
172,202310,TUNAS DO PARANÁ,PARANÁ,SUL,92746,5765,50719,10114
173,202310,BOM SUCESSO DO SUL,PARANÁ,SUL,27895,2237,12308,4939
174,202310,ITAIPULÂNDIA,PARANÁ,SUL,92302,11947,48121,29173
175,202310,SANTA RITA DO PARDO,MATO GROSSO DO SUL,CENTRO-OESTE,59511,4527,34981,13393
176,202310,JUPI,PERNAMBUCO,NORDESTE,124527,2368,89219,7230
177,202310,CURUÇÁ,PARÁ,NORTE,448237,12321,316169,31882
178,202310,IMBITUVA,PARANÁ,SUL,301894,26344,163095,52436
179,202310,ASSAÍ,PARANÁ,SUL,170906,10583,103848,28868
180,202310,SANTA IZABEL DO OESTE,PARANÁ,SUL,96612,10617,49165,29707
181,202310,RANCHO ALEGRE D'OESTE,PARANÁ,SUL,19260,1239,9932,2779
182,202310,NOVA PRATA DO IGUAÇU,PARANÁ,SUL,89638,9968,45960,22668
183,202310,DIAMANTE DO NORTE,PARANÁ,SUL,53864,4269,31233,13097
184,202310,ARAÇOIABA,PERNAMBUCO,NORDESTE,217253,4241,159458,12128
185,202310,INGAZEIRA,PERNAMBUCO,NORDESTE,41688,819,25822,2823
186,202310,SANTA CRUZ DA BAIXA VERDE,PERNAMBUCO,NORDESTE,95903,2091,70596,6880
187,202310,MALLET,PARANÁ,SUL,85159,10541,42569,30417
188,202310,UNIÃO DA VITÓRIA,PARANÁ,SUL,589350,69146,345981,128100
189,202310,SAUDADE DO IGUAÇU,PARANÁ,SUL,45914,4966,24706,11232
190,202310,COLMÉIA,TOCANTINS,NORTE,119638,6708,82260,17960
191,202310,JUSSARA,PARANÁ,SUL,67958,6129,39297,11734
192,202310,TERRA SANTA,PARÁ,NORTE,307924,12361,195266,42712
193,202310,APUCARANA,PARANÁ,SUL,1673014,221775,1053855,507344
194,202310,IVATÉ,PARANÁ,SUL,75327,4766,37710,13551
195,202310,BODOCÓ,PERNAMBUCO,NORDESTE,315251,7683,217821,33292
196,202310,FLORESTA,PARANÁ,SUL,89097,12397,56355,21843
197,202310,TELÊMACO BORBA,PARANÁ,SUL,1039753,100228,585626,223653
198,202310,CAFEARA,PARANÁ,SUL,23354,1182,12798,3404
199,202310,CRUZEIRO DO OESTE,PARANÁ,SUL,201821,20593,120120,48615
200,202310,GODOY MOREIRA,PARANÁ,SUL,22156,1015,13076,2788
201,202310,IPIRANGA,PARANÁ,SUL,107744,7121,57542,17906
202,202310,BANDEIRANTES,PARANÁ,SUL,356843,37862,221668,87856
203,202310,BRAGANEY,PARANÁ,SUL,48716,3298,25165,8676
204,202310,JATAIZINHO,PARANÁ,SUL,141545,11113,88304,23512
205,202310,GUAMIRANGA,PARANÁ,SUL,51278,5495,29321,10493
206,202310,TURVO,PARANÁ,SUL,119001,11440,69191,23428
207,202310,SULINA,PARANÁ,SUL,21201,1526,11444,4022
208,202310,SÃO JOSÉ DA COROA GRANDE,PERNAMBUCO,NORDESTE,339752,11289,251712,42070
209,202310,NOVA FÁTIMA,PARANÁ,SUL,69498,4902,46879,11424
210,202310,TUNEIRAS DO OESTE,PARANÁ,SUL,63956,5107,39243,11107
211,202310,SOLIDÃO,PERNAMBUCO,NORDESTE,51989,578,36822,2671
212,202310,NOVA ESPERANÇA DO PIRIÁ,PARÁ,NORTE,200851,6338,137238,23541
213,202310,ARAPUÃ,PARANÁ,SUL,29626,1165,16475,2380
214,202310,ITAMBARACÁ,PARANÁ,SUL,60847,2994,33897,8083
215,202310,LOANDA,PARANÁ,SUL,255831,38308,164063,77270
216,202310,PIRAQUARA,PARANÁ,SUL,1671499,120189,1037700,221995
217,202310,SANTO ANTÔNIO DO SUDOESTE,PARANÁ,SUL,160433,18749,87034,45045
218,202310,BRASILÂNDIA DO SUL,PARANÁ,SUL,30231,1701,16681,5597
219,202310,PONTA GROSSA,PARANÁ,SUL,5623686,599157,3402159,1228895
220,202310,CORBÉLIA,PARANÁ,SUL,197895,20717,110533,46427
221,202310,JOAQUIM TÁVORA,PARANÁ,SUL,105417,12121,68697,29656
222,202310,SÃO MIGUEL DO IGUAÇU,PARANÁ,SUL,306140,28777,168042,68220
223,202310,SANTA AMÉLIA,PARANÁ,SUL,26921,1088,17389,3064
224,202310,RIO BRILHANTE,MATO GROSSO DO SUL,CENTRO-OESTE,510464,44551,279841,110917
225,202310,TAMBOARA,PARANÁ,SUL,45497,4012,26207,7075
226,202310,CARUARU,PERNAMBUCO,NORDESTE,6246220,386610,4939752,1490572
227,202310,CAMOCIM DE SÃO FÉLIX,PERNAMBUCO,NORDESTE,161367,4811,120946,29988
228,202310,ESPIGÃO ALTO DO IGUAÇU,PARANÁ,SUL,31828,1925,19398,4042
229,202310,PORTO AMAZONAS,PARANÁ,SUL,51332,2963,28548,6381
230,202310,CASTRO,PARANÁ,SUL,908703,85117,505085,177015
231,202310,IPIXUNA DO PARÁ,PARÁ,NORTE,326432,15478,214529,50561
232,202310,CAPANEMA,PARANÁ,SUL,131898,19102,75758,52199
233,202310,LUPIONÓPOLIS,PARANÁ,SUL,44434,3786,28624,9998
234,202310,VERDEJANTE,PERNAMBUCO,NORDESTE,123452,1002,94166,3261
235,202310,SÃO JOSÉ DA BOA VISTA,PARANÁ,SUL,48112,2259,33176,4165
236,202310,SÃO JOSÉ DO EGITO,PERNAMBUCO,NORDESTE,361858,15850,237252,76851
237,202310,FÊNIX,PARANÁ,SUL,43083,2350,24694,5045
238,202310,IBIMIRIM,PERNAMBUCO,NORDESTE,340143,4178,225718,20511
239,202310,TUPÃSSI,PARANÁ,SUL,66741,6309,33982,15750
240,202310,SANTO ANTÔNIO DO PARAÍSO,PARANÁ,SUL,19595,1135,11552,2403
241,202310,ARARIPINA,PERNAMBUCO,NORDESTE,1014295,40897,735194,144310
242,202310,SENGÉS,PARANÁ,SUL,185854,15043,104416,43463
243,202310,ALTO PARAÍSO,PARANÁ,SUL,24308,1496,17121,4187
244,202310,OURO VERDE DO OESTE,PARANÁ,SUL,54417,9145,30249,36247
245,202310,POÇÃO DE PEDRAS,MARANHÃO,NORDESTE,187293,2779,128172,14839
246,202310,PALMEIRA,PARANÁ,SUL,341347,37082,190067,120572
247,202310,SERTANÓPOLIS,PARANÁ,SUL,181950,22897,109778,41999
248,202310,RAMILÂNDIA,PARANÁ,SUL,39352,1621,21071,3283
249,202310,CAMPO MAGRO,PARANÁ,SUL,380582,30031,230703,70982
250,202310,BARCARENA,PARÁ,NORTE,2357263,126899,1641039,280604
251,202310,CAMPO LARGO,PARANÁ,SUL,1601645,172753,967934,336683
252,202310,IVATUBA,PARANÁ,SUL,32436,2481,21295,5476
253,202310,PINHÃO,PARANÁ,SUL,301649,21419,178893,44240
254,202310,ARAUCÁRIA,PARANÁ,SUL,2263805,230223,1419765,431225
255,202310,ITAMBÉ,PARANÁ,SUL,63902,4227,38007,10042
256,202310,GUARAÍ,TOCANTINS,NORTE,421389,27991,275041,79952
257,202310,CACHOEIRA DO PIRIÁ,PARÁ,NORTE,141729,2802,88597,8471
258,202310,IGUATU,PARANÁ,SUL,19323,1043,10386,2936
259,202310,CURIÚVA,PARANÁ,SUL,131971,9780,77089,21543
260,202310,IPORÃ,PARANÁ,SUL,142698,14376,84628,36032
261,202310,MARINGÁ,PARANÁ,SUL,5134069,1504974,3354066,5266388
262,202310,SÃO JOÃO DO SOTER,MARANHÃO,NORDESTE,179395,1852,108200,8229
263,202310,BOM SUCESSO,PARANÁ,SUL,63002,4213,37801,8358
264,202310,PALOTINA,PARANÁ,SUL,375218,70602,207041,155540
265,202310,BARRACÃO,PARANÁ,SUL,83745,14167,52877,38756
266,202310,CAMBARÁ,PARANÁ,SUL,266509,24361,158124,48210
267,202310,FRANCISCO BELTRÃO,PARANÁ,SUL,941673,205137,541560,558857
268,202310,CENTENÁRIO DO SUL,PARANÁ,SUL,102593,9037,61224,20210
269,202310,WENCESLAU BRAZ,PARANÁ,SUL,241304,19014,132094,49876
270,202310,CORNÉLIO PROCÓPIO,PARANÁ,SUL,538343,60765,336691,200928
271,202310,CORGUINHO,MATO GROSSO DO SUL,CENTRO-OESTE,51180,3547,30465,13903
272,202310,PAULO FRONTIN,PARANÁ,SUL,38030,4799,20061,7836
273,202310,CIANORTE,PARANÁ,SUL,837293,130008,539093,279033
274,202310,JURUTI,PARÁ,NORTE,685585,30969,426420,104500
275,202310,TRÊS BARRAS DO PARANÁ,PARANÁ,SUL,90322,9158,49654,21140
276,202310,BOCAIÚVA DO SUL,PARANÁ,SUL,143279,13126,84275,20251
277,202310,MARIA HELENA,PARANÁ,SUL,50285,3049,30526,6827
278,202310,QUIPAPÁ,PERNAMBUCO,NORDESTE,199640,2527,132157,11306
279,202310,APICUM-AÇU,MARANHÃO,NORDESTE,192536,3683,135434,10178
280,202310,BITURUNA,PARANÁ,SUL,140793,11722,82780,29023
281,202310,RIO BONITO DO IGUAÇU,PARANÁ,SUL,101637,6670,56429,19071
282,202310,ITAPEJARA D'OESTE,PARANÁ,SUL,90246,18497,50107,54742
283,202310,BONITO,PERNAMBUCO,NORDESTE,353138,10887,260473,34723
284,202310,CERRO AZUL,PARANÁ,SUL,203487,8493,115783,20323
285,202310,SÃO JOÃO,PERNAMBUCO,NORDESTE,179727,4864,112772,12100
286,202310,SÃO JOSÉ DOS PINHAIS,PARANÁ,SUL,4932286,738192,3176087,1923979
287,202310,IGUARAÇU,PARANÁ,SUL,52705,7948,32287,15945
288,202310,CAFEZAL DO SUL,PARANÁ,SUL,33644,1953,19789,4420
289,202310,CAARAPÓ,MATO GROSSO DO SUL,CENTRO-OESTE,384345,33057,208893,74007
290,202310,SÃO JOÃO DO CAIUÁ,PARANÁ,SUL,59782,2280,35955,6255
291,202310,JACUTINGA,RIO GRANDE DO SUL,SUL,17543,1475,9513,3977
292,202310,PARANAPOEMA,PARANÁ,SUL,28416,1881,18991,3548
293,202310,TRÊS LAGOAS,MATO GROSSO DO SUL,CENTRO-OESTE,2157059,205776,1354256,457546
294,202310,MACAMBIRA,SERGIPE,NORDESTE,68511,1374,51185,5039
295,202310,CRIXÁS DO TOCANTINS,TOCANTINS,NORTE,21669,780,12422,1927
296,202310,POÇO REDONDO,SERGIPE,NORDESTE,323485,7012,211531,26525
297,202310,INÁCIO MARTINS,PARANÁ,SUL,83174,5794,47547,12459
298,202310,PRIMAVERA,PERNAMBUCO,NORDESTE,145992,2866,103195,6537
299,202310,SÃO JORGE DO IVAÍ,PARANÁ,SUL,53965,3664,31024,9542
300,202310,JAGUAPITÃ,PARANÁ,SUL,152950,13770,92499,38381
301,202310,RECURSOLÂNDIA,TOCANTINS,NORTE,46020,1261,27587,2643
302,202310,CRUZEIRO DO IGUAÇU,PARANÁ,SUL,40086,3979,20539,6991
303,202310,BALSAS,MARANHÃO,NORDESTE,2145795,171927,1366165,381741
304,202310,FLORESTÓPOLIS,PARANÁ,SUL,149035,8453,87411,18766
305,202310,ITAMBÉ,PERNAMBUCO,NORDESTE,348745,10731,254977,37749
306,202310,TUPANATINGA,PERNAMBUCO,NORDESTE,161879,2845,108489,14305
307,202310,TIBAGI,PARANÁ,SUL,194752,15798,107326,33119
308,202310,ALMIRANTE TAMANDARÉ,PARANÁ,SUL,1782475,124273,1113086,236777
309,202310,PEQUIZEIRO,TOCANTINS,NORTE,55712,2948,37545,5793
310,202310,ROSÁRIO DO IVAÍ,PARANÁ,SUL,39020,2458,24385,5920
311,202310,PALMEIRAS DO TOCANTINS,TOCANTINS,NORTE,86648,1475,49566,5285
312,202310,CHUVISCA,RIO GRANDE DO SUL,SUL,19202,1090,10945,2888
313,202310,IVAIPORÃ,PARANÁ,SUL,316579,40243,198835,99480
314,202310,BRASIL NOVO,PARÁ,NORTE,198045,10521,139048,56107
315,202310,MARAPANIM,PARÁ,NORTE,301673,4916,216586,14854
316,202310,IBIPORÃ,PARANÁ,SUL,657959,89068,412344,187657
317,202310,CALÇADO,PERNAMBUCO,NORDESTE,69839,1441,49680,4018
318,202310,PORTO NACIONAL,TOCANTINS,NORTE,1108928,98333,703795,286374
319,202310,SETE QUEDAS,MATO GROSSO DO SUL,CENTRO-OESTE,101711,7443,62681,18197
320,202310,CACHOEIRINHA,PERNAMBUCO,NORDESTE,210682,4651,180223,21643
321,202310,SÃO BENEDITO DO RIO PRETO,MARANHÃO,NORDESTE,198419,4341,138265,10898
322,202310,SÃO MIGUEL DO ALEIXO,SERGIPE,NORDESTE,30942,213,18863,704
323,202310,NOVO REPARTIMENTO,PARÁ,NORTE,907787,38429,586256,150872
324,202310,BOM JESUS DAS SELVAS,MARANHÃO,NORDESTE,359081,14205,230640,47256
325,202310,CATANDUVAS,PARANÁ,SUL,78853,6843,43882,17319
326,202310,ARAME,MARANHÃO,NORDESTE,334371,8518,218307,29268
327,202310,DIANÓPOLIS,TOCANTINS,NORTE,344310,19435,210687,63307
328,202310,ELDORADO,MATO GROSSO DO SUL,CENTRO-OESTE,138834,7849,77729,24042
329,202310,BREJÃO,PERNAMBUCO,NORDESTE,84141,2118,55240,6039
330,202310,SÃO CARLOS DO IVAÍ,PARANÁ,SUL,75409,7755,42268,15937
331,202310,SERRITA,PERNAMBUCO,NORDESTE,204205,1908,138271,13393
332,202310,GRACHO CARDOSO,SERGIPE,NORDESTE,47269,1349,32118,3165
333,202310,DIAMANTE DO SUL,PARANÁ,SUL,25840,1196,13746,2906
334,202310,BARBOSA FERRAZ,PARANÁ,SUL,93538,6426,56378,15491
335,202310,PARAÍSO DO TOCANTINS,TOCANTINS,NORTE,909324,82519,602422,209369
336,202310,TEOLÂNDIA,BAHIA,NORDESTE,179677,3556,126980,6550
337,202310,MANOEL RIBAS,PARANÁ,SUL,98983,10325,52641,26706
338,202310,PORTO BARREIRO,PARANÁ,SUL,22478,985,91797,1941
339,202310,ASTORGA,PARANÁ,SUL,255611,33418,157659,69388
340,202310,GUARAPUAVA,PARANÁ,SUL,2650135,280199,1561534,636109
