,AnoMes,Municipio,Estado,Regiao,QT_PagadorPF,QT_PagadorPJ,QT_RecebedorPF,QT_RecebedorPJ
2683,202310,IPANEMA,MINAS GERAIS,SUDESTE,177613,13752,120380,49563
2684,202310,DORES DO INDAIÁ,MINAS GERAIS,SUDESTE,106958,7640,67023,23258
2685,202310,SARDOÁ,MINAS GERAIS,SUDESTE,41862,2053,26599,8616
2686,202310,ELÍSIO MEDRADO,BAHIA,NORDESTE,88958,2347,69291,4280
2687,202310,CACHOEIRAS DE MACACU,RIO DE JANEIRO,SUDESTE,796595,44362,559428,118134
2688,202310,MURIBECA,SERGIPE,NORDESTE,78072,1450,52541,4062
2689,202310,LUÍS CORREIA,PIAUÍ,NORDESTE,318494,11403,238304,30492
2690,202310,OSCAR BRESSANE,SÃO PAULO,SUDESTE,19264,1622,12367,2804
2691,202310,TENÓRIO,PARAÍBA,NORDESTE,34536,1061,23656,2284
2692,202310,RIACHÃO,PARAÍBA,NORDESTE,36366,910,24418,1435
2693,202310,NOSSA SENHORA DOS REMÉDIOS,PIAUÍ,NORDESTE,87978,790,53975,3964
2694,202310,JAPONVAR,MINAS GERAIS,SUDESTE,82751,4007,54230,10925
2695,202310,BARRA DO GARÇAS,MATO GROSSO,CENTRO-OESTE,1046944,120831,715414,304020
2696,202310,PAJEÚ DO PIAUÍ,PIAUÍ,NORDESTE,24648,864,17614,1983
2697,202310,CÓRREGO FUNDO,MINAS GERAIS,SUDESTE,32467,3053,17893,6799
2698,202310,PERDIZES,MINAS GERAIS,SUDESTE,153242,12888,92401,35069
2699,202310,PAULA CÂNDIDO,MINAS GERAIS,SUDESTE,56579,2031,39083,4363
2700,202310,UCHOA,SÃO PAULO,SUDESTE,91303,8164,62613,15895
2701,202310,CASSERENGUE,PARAÍBA,NORDESTE,54329,1272,40533,4590
2702,202310,SANTA ISABEL DO RIO NEGRO,AMAZONAS,NORTE,61289,1178,39433,1851
2703,202310,JAGUARAÇU,MINAS GERAIS,SUDESTE,38024,2644,26185,5821
2704,202310,NOVO MACHADO,RIO GRANDE DO SUL,SUL,13101,760,6035,760
2705,202310,GARARU,SERGIPE,NORDESTE,86444,1347,66681,3597
2706,202310,DESTERRO DE ENTRE RIOS,MINAS GERAIS,SUDESTE,30052,3135,20367,7117
2707,202310,DIADEMA,SÃO PAULO,SUDESTE,6847703,456915,4772702,842981
2708,202310,SANTA LÚCIA,SÃO PAULO,SUDESTE,109342,3805,68400,9700
2709,202310,PALMEIRAIS,PIAUÍ,NORDESTE,180991,2989,109790,8973
2710,202310,LAGOA DE DENTRO,PARAÍBA,NORDESTE,75415,1805,59878,5731
2711,202310,SAPEZAL,MATO GROSSO,CENTRO-OESTE,441630,58541,253859,134611
2712,202310,BARÃO DE GRAJAÚ,MARANHÃO,NORDESTE,235226,7319,157076,28304
2713,202310,CASTANHEIRAS,RONDÔNIA,NORTE,25442,798,17457,2130
2714,202310,COREMAS,PARAÍBA,NORDESTE,158394,5426,122787,11613
2715,202310,NOVA CANAÃ DO NORTE,MATO GROSSO,CENTRO-OESTE,116217,8781,67250,23968
2716,202310,JAPERI,RIO DE JANEIRO,SUDESTE,1633047,48483,1177340,128658
2717,202310,SANTO ANTÔNIO DO ITAMBÉ,MINAS GERAIS,SUDESTE,36639,1065,24212,2875
2718,202310,ROSÁRIO DO SUL,RIO GRANDE DO SUL,SUL,400777,28054,250483,76044
2719,202310,GLICÉRIO,SÃO PAULO,SUDESTE,43011,3360,28259,6337
2720,202310,JAPURÁ,AMAZONAS,NORTE,52047,2502,32032,5237
2721,202310,CANUDOS,BAHIA,NORDESTE,170990,5031,124799,16156
2722,202310,JOÃO PINHEIRO,MINAS GERAIS,SUDESTE,609416,49876,394177,129565
2723,202310,SANTO HIPÓLITO,MINAS GERAIS,SUDESTE,32121,894,20065,2152
2724,202310,RIO VERMELHO,MINAS GERAIS,SUDESTE,83307,3243,51620,9680
2725,202310,ITAMBÉ DO MATO DENTRO,MINAS GERAIS,SUDESTE,17630,710,11519,2332
2726,202310,ESPUMOSO,RIO GRANDE DO SUL,SUL,120709,14726,63413,38983
2727,202310,CACHOEIRA DO SUL,RIO GRANDE DO SUL,SUL,856320,72172,530902,187526
2728,202310,UIRAÚNA,PARAÍBA,NORDESTE,176137,5695,132251,21127
2729,202310,OLHOS-D'ÁGUA,MINAS GERAIS,SUDESTE,50908,3042,30268,7185
2730,202310,CABEDELO,PARAÍBA,NORDESTE,1157972,65667,845124,188237
2731,202310,LANDRI SALES,PIAUÍ,NORDESTE,86704,1758,51385,7853
2732,202310,CONDADO,PARAÍBA,NORDESTE,79151,2903,55640,6797
2733,202310,SÃO SEBASTIÃO DO UATUMÃ,AMAZONAS,NORTE,149563,3184,97140,17438
2734,202310,COARI,AMAZONAS,NORTE,705758,19196,485509,49822
2735,202310,ALTEROSA,MINAS GERAIS,SUDESTE,105007,5549,74068,19044
2736,202310,GUARAÇAÍ,SÃO PAULO,SUDESTE,73436,4871,46342,18448
2737,202310,OURO FINO,MINAS GERAIS,SUDESTE,288905,27662,192672,78579
2738,202310,CRUZALTENSE,RIO GRANDE DO SUL,SUL,6323,358,2830,647
2739,202310,ARROIO DOS RATOS,RIO GRANDE DO SUL,SUL,168171,10152,105905,25457
2740,202310,CAMPINA DAS MISSÕES,RIO GRANDE DO SUL,SUL,26999,2694,14213,6583
2741,202310,NOVO ORIENTE,CEARÁ,NORDESTE,327186,6830,224733,25704
2742,202310,PATIS,MINAS GERAIS,SUDESTE,53893,628,35140,2208
2743,202310,ITABORAÍ,RIO DE JANEIRO,SUDESTE,3893355,171774,2909106,535273
2744,202310,VISCONDE DO RIO BRANCO,MINAS GERAIS,SUDESTE,388729,30880,256824,81194
2745,202310,SÃO JOÃO DA SERRA,PIAUÍ,NORDESTE,61432,920,39988,2899
2746,202310,CÓRREGO NOVO,MINAS GERAIS,SUDESTE,28541,1391,17348,2164
2747,202310,MONTES CLAROS,MINAS GERAIS,SUDESTE,6893618,510971,4919604,1267926
2748,202310,CANÁPOLIS,MINAS GERAIS,SUDESTE,132044,10340,103669,31473
2749,202310,ELIAS FAUSTO,SÃO PAULO,SUDESTE,225370,18438,139300,29674
2750,202310,SANTA BÁRBARA DE GOIÁS,GOIÁS,CENTRO-OESTE,86002,9030,64725,14516
2751,202310,ALTO PARAÍSO,RONDÔNIA,NORTE,180607,11131,112251,33256
2752,202310,ARAGUARI,MINAS GERAIS,SUDESTE,1386587,137653,926011,300730
2753,202310,NOVA PALMEIRA,PARAÍBA,NORDESTE,57166,1966,40011,8592
2754,202310,MACHADINHO D'OESTE,RONDÔNIA,NORTE,393051,23441,252214,68362
2755,202310,CUJUBIM,RONDÔNIA,NORTE,179289,11860,116068,31664
2756,202310,MATHIAS LOBATO,MINAS GERAIS,SUDESTE,44104,1441,29411,4059
2757,202310,REMÍGIO,PARAÍBA,NORDESTE,190464,6501,130242,21282
2758,202310,COQUEIRAL,MINAS GERAIS,SUDESTE,66603,4569,43454,12693
2759,202310,IACIARA,GOIÁS,CENTRO-OESTE,147662,8826,96202,28083
2760,202310,MINISTRO ANDREAZZA,RONDÔNIA,NORTE,68938,3805,43618,9923
2761,202310,PARAGUAÇU,MINAS GERAIS,SUDESTE,186721,22450,132546,48524
2762,202310,ITUTINGA,MINAS GERAIS,SUDESTE,31823,1927,20661,5406
2763,202310,ILHABELA,SÃO PAULO,SUDESTE,569525,71625,357957,160933
2764,202310,QUEVEDOS,RIO GRANDE DO SUL,SUL,13553,686,7010,2477
2765,202310,NACIP RAYDAN,MINAS GERAIS,SUDESTE,20281,481,14320,1026
2766,202310,RIO DOS ÍNDIOS,RIO GRANDE DO SUL,SUL,16302,845,8772,1041
2767,202310,POUSO ALTO,MINAS GERAIS,SUDESTE,41030,4255,29741,8981
2768,202310,CERES,GOIÁS,CENTRO-OESTE,276264,34329,188683,106288
2769,202310,SÃO FRANCISCO,SÃO PAULO,SUDESTE,22343,1128,13688,2572
2770,202310,SÃO GERALDO DA PIEDADE,MINAS GERAIS,SUDESTE,34985,894,20637,2989
2771,202310,OIAPOQUE,AMAPÁ,NORTE,363989,18789,255705,43688
2772,202310,SERTÃOZINHO,SÃO PAULO,SUDESTE,1927663,200890,1234058,603608
2773,202310,MORRO DO CHAPÉU DO PIAUÍ,PIAUÍ,NORDESTE,67381,917,40823,2846
2774,202310,SÃO JOÃO DE PIRABAS,PARÁ,NORTE,245665,3211,179404,12702
2775,202310,MADEIRO,PIAUÍ,NORDESTE,68254,895,43304,2948
2776,202310,ANTÔNIO GONÇALVES,BAHIA,NORDESTE,107460,3530,74469,7773
2777,202310,ARARUNA,PARAÍBA,NORDESTE,207491,5940,143568,20969
2778,202310,TEFÉ,AMAZONAS,NORTE,537444,20308,368629,34298
2779,202310,PORTO MAUÁ,RIO GRANDE DO SUL,SUL,11086,813,5775,1920
2780,202310,XANGRI-LÁ,RIO GRANDE DO SUL,SUL,275553,39617,166983,68643
2781,202310,JOAÍMA,MINAS GERAIS,SUDESTE,153046,2591,99173,12227
2782,202310,SANTA CARMEM,MATO GROSSO,CENTRO-OESTE,54994,6452,30604,14343
2783,202310,SERRANOS,MINAS GERAIS,SUDESTE,12681,681,8615,1181
2784,202310,PRESIDENTE LUCENA,RIO GRANDE DO SUL,SUL,17509,2201,10363,6528
2785,202310,NORMANDIA,RORAIMA,NORTE,65078,3228,41121,8574
2786,202310,VICENTE DUTRA,RIO GRANDE DO SUL,SUL,28756,1224,14989,3192
2787,202310,UARINI,AMAZONAS,NORTE,53949,1103,33491,1810
2788,202310,PORTO REAL,RIO DE JANEIRO,SUDESTE,265430,21740,180541,43245
2789,202310,SANTA CLARA DO SUL,RIO GRANDE DO SUL,SUL,36471,3665,21018,11502
2790,202310,MURICI DOS PORTELAS,PIAUÍ,NORDESTE,61362,1027,39802,1970
2791,202310,GUARANTÃ DO NORTE,MATO GROSSO,CENTRO-OESTE,398384,46370,247507,103258
2792,202310,CAJAZEIRINHAS,PARAÍBA,NORDESTE,32582,476,23726,155
2793,202310,RESPLENDOR,MINAS GERAIS,SUDESTE,149341,7793,94540,24359
2794,202310,IGARAPAVA,SÃO PAULO,SUDESTE,367699,21961,227078,59054
2795,202310,JOÃO COSTA,PIAUÍ,NORDESTE,20723,236,13478,606
2796,202310,BAGÉ,RIO GRANDE DO SUL,SUL,1498027,97538,977710,377275
2797,202310,CABECEIRAS DO PIAUÍ,PIAUÍ,NORDESTE,108017,1293,63823,6002
2798,202310,ITABIRITO,MINAS GERAIS,SUDESTE,710079,63495,431266,180213
2799,202310,LAGOA DO PIAUÍ,PIAUÍ,NORDESTE,57052,3005,33522,7252
2800,202310,AREIA,PARAÍBA,NORDESTE,278802,6701,195336,22505
2801,202310,BARREIRINHA,AMAZONAS,NORTE,284235,6667,173875,30852
2802,202310,CIRÍACO,RIO GRANDE DO SUL,SUL,24814,2199,13797,5939
2803,202310,DOM JOAQUIM,MINAS GERAIS,SUDESTE,41597,1815,25857,6716
2804,202310,CAMPINAÇU,GOIÁS,CENTRO-OESTE,35825,2139,21435,7720
2805,202310,CARAÚBAS DO PIAUÍ,PIAUÍ,NORDESTE,44516,944,27353,1681
2806,202310,CORONEL JOÃO SÁ,BAHIA,NORDESTE,170437,6463,116039,14472
2807,202310,ITAPÉ,BAHIA,NORDESTE,122742,5098,80666,11009
2808,202310,ARAMBARÉ,RIO GRANDE DO SUL,SUL,36386,3192,20020,6701
2809,202310,INHAPIM,MINAS GERAIS,SUDESTE,196496,11790,157902,34427
2810,202310,SOLÂNEA,PARAÍBA,NORDESTE,264987,14272,200122,50017
2811,202310,CAMPINA GRANDE,PARAÍBA,NORDESTE,7632967,922962,5608247,4903365
2812,202310,PIRPIRITUBA,PARAÍBA,NORDESTE,92637,2615,70413,5518
2813,202310,LAGOA SANTA,MINAS GERAIS,SUDESTE,1052078,107735,697103,202789
2814,202310,GLAUCILÂNDIA,MINAS GERAIS,SUDESTE,29709,933,19721,2287
2815,202310,BOA ESPERANÇA,MINAS GERAIS,SUDESTE,443899,40489,325007,81378
2816,202310,CACIMBA DE DENTRO,PARAÍBA,NORDESTE,148956,3262,110315,12530
2817,202310,PEDRO TEIXEIRA,MINAS GERAIS,SUDESTE,10020,308,6765,514
2818,202310,LIMA DUARTE,MINAS GERAIS,SUDESTE,118348,11017,80117,26235
2819,202310,SANTA BÁRBARA DO MONTE VERDE,MINAS GERAIS,SUDESTE,16737,376,10851,1645
2820,202310,CANDIOTA,RIO GRANDE DO SUL,SUL,102275,7252,54848,19686
2821,202310,NOVA RAMADA,RIO GRANDE DO SUL,SUL,9594,453,4015,958
2822,202310,CAXINGÓ,PIAUÍ,NORDESTE,42967,503,27786,2157
2823,202310,CAIANA,MINAS GERAIS,SUDESTE,35732,1620,21682,6237
2824,202310,SANTA CRUZ DO ESCALVADO,MINAS GERAIS,SUDESTE,39382,1381,21453,2995
2825,202310,COCALINHO,MATO GROSSO,CENTRO-OESTE,77131,6209,48479,16765
2826,202310,FORMOSO,GOIÁS,CENTRO-OESTE,52927,3314,39072,8426
2827,202310,MOMBUCA,SÃO PAULO,SUDESTE,39573,2189,23747,3617
2828,202310,JURUÁ,AMAZONAS,NORTE,57417,1711,35697,2869
2829,202310,SÃO DOMINGOS,BAHIA,NORDESTE,111714,5376,71236,13631
2830,202310,VASSOURAS,RIO DE JANEIRO,SUDESTE,473708,31520,336660,94039
2831,202310,RIACHO DOS CAVALOS,PARAÍBA,NORDESTE,95266,2235,77522,9170
2832,202310,BICAS,MINAS GERAIS,SUDESTE,120662,8913,81081,27097
2833,202310,CONCEIÇÃO DA APARECIDA,MINAS GERAIS,SUDESTE,72244,4725,43072,16377
2834,202310,MATURÉIA,PARAÍBA,NORDESTE,84068,1073,49234,5362
2835,202310,BERTOLÍNIA,PIAUÍ,NORDESTE,73618,1983,50805,5407
2836,202310,ANGICAL DO PIAUÍ,PIAUÍ,NORDESTE,104962,3128,73703,12752
2837,202310,BOM JARDIM DE MINAS,MINAS GERAIS,SUDESTE,44433,3707,30095,10008
2838,202310,GOVERNADOR JORGE TEIXEIRA,RONDÔNIA,NORTE,74617,2716,43723,7870
2839,202310,RELVADO,RIO GRANDE DO SUL,SUL,8001,684,4289,1648
2840,202310,SÃO GABRIEL DA CACHOEIRA,AMAZONAS,NORTE,261569,6999,176395,13861
2841,202310,GUADALUPE,PIAUÍ,NORDESTE,181495,5248,114389,19878
2842,202310,SANTA RITA DO TRIVELATO,MATO GROSSO,CENTRO-OESTE,37264,3155,18758,7230
2843,202310,CABRÁLIA PAULISTA,SÃO PAULO,SUDESTE,50887,3290,30957,6227
2844,202310,SÃO JOÃO DO RIO DO PEIXE,PARAÍBA,NORDESTE,168113,4420,134511,30213
2845,202310,SETUBINHA,MINAS GERAIS,SUDESTE,82964,1871,49352,7388
2846,202310,SABINÓPOLIS,MINAS GERAIS,SUDESTE,118239,5718,75492,16964
2847,202310,ESPIGÃO D'OESTE,RONDÔNIA,NORTE,327463,29455,200136,78049
2848,202310,GOIATUBA,GOIÁS,CENTRO-OESTE,482382,40869,333128,104695
2849,202310,NOVA GUARITA,MATO GROSSO,CENTRO-OESTE,43046,3430,23019,7570
2850,202310,FREI LAGONEGRO,MINAS GERAIS,SUDESTE,28116,652,23779,13161
2851,202310,RIBEIRA DO POMBAL,BAHIA,NORDESTE,581122,30169,434390,80595
2852,202310,NOVO HAMBURGO,RIO GRANDE DO SUL,SUL,3711085,407325,2461981,1165772
2853,202310,CURRAL DE DENTRO,MINAS GERAIS,SUDESTE,95521,2122,61521,6940
2854,202310,MARQUES DE SOUZA,RIO GRANDE DO SUL,SUL,16534,2097,10964,4416
2855,202310,SAPUCAIA,RIO DE JANEIRO,SUDESTE,184575,16001,127306,40955
2856,202310,CÁCERES,MATO GROSSO,CENTRO-OESTE,1403766,92306,917791,227952
2857,202310,POCINHOS,PARAÍBA,NORDESTE,196654,4936,133598,16441
2858,202310,SOUSA,PARAÍBA,NORDESTE,844247,41583,627871,150217
2859,202310,SANTA LUZIA,PARAÍBA,NORDESTE,217014,6999,158348,34007
2860,202310,RONDONÓPOLIS,MATO GROSSO,CENTRO-OESTE,4052549,480170,2738861,927005
2861,202310,UNIÃO DA SERRA,RIO GRANDE DO SUL,SUL,3573,122,1663,464
2862,202310,PLANALTINA,GOIÁS,CENTRO-OESTE,1769713,90850,1252271,251325
2863,202310,AREIA DE BARAÚNAS,PARAÍBA,NORDESTE,23207,385,24219,96
2864,202310,ATALAIA,ALAGOAS,NORDESTE,462828,8871,304012,35491
2865,202310,FARIA LEMOS,MINAS GERAIS,SUDESTE,23159,620,13779,2707
2866,202310,SERTÃOZINHO,PARAÍBA,NORDESTE,37593,867,27519,3427
2867,202310,MAQUINÉ,RIO GRANDE DO SUL,SUL,64469,5366,38936,11879
2868,202310,BARRA DE SANTANA,PARAÍBA,NORDESTE,58529,649,48169,4909
2869,202310,XAPURI,ACRE,NORTE,191876,8092,121832,23705
2870,202310,VIADUTOS,RIO GRANDE DO SUL,SUL,22973,1527,13489,3725
2871,202310,URUCÂNIA,MINAS GERAIS,SUDESTE,87053,3788,52894,8390
2872,202310,MINAS NOVAS,MINAS GERAIS,SUDESTE,281063,14283,161854,42971
2873,202310,FORMIGA,MINAS GERAIS,SUDESTE,702464,63546,474575,183357
2874,202310,COCAL,PIAUÍ,NORDESTE,239568,6031,182953,19720
2875,202310,COTIA,SÃO PAULO,SUDESTE,4172715,397652,2896745,731962
2876,202310,MIGUEL CALMON,BAHIA,NORDESTE,263866,7734,178902,27157
2877,202310,MORADA NOVA DE MINAS,MINAS GERAIS,SUDESTE,88506,7713,57481,25506
2878,202310,JURUAIA,MINAS GERAIS,SUDESTE,69239,14696,47261,29835
2879,202310,ONÇA DE PITANGUI,MINAS GERAIS,SUDESTE,26143,522,15211,1537
2880,202310,ALTO FELIZ,RIO GRANDE DO SUL,SUL,13505,1401,7806,3185
2881,202310,ELÓI MENDES,MINAS GERAIS,SUDESTE,214334,18429,145950,49783
2882,202310,TESOURO,MATO GROSSO,CENTRO-OESTE,22037,1172,14164,2321
2883,202310,RIANÁPOLIS,GOIÁS,CENTRO-OESTE,57670,4517,43451,9265
2884,202310,MARTINHO CAMPOS,MINAS GERAIS,SUDESTE,138071,9538,84632,28035
2885,202310,BELA VISTA DE GOIÁS,GOIÁS,CENTRO-OESTE,346749,32997,249064,82962
2886,202310,NOVA TRENTO,SANTA CATARINA,SUL,98757,14453,56361,25580
2887,202310,GUIRATINGA,MATO GROSSO,CENTRO-OESTE,118243,8056,73688,19269
2888,202310,PONTALINDA,SÃO PAULO,SUDESTE,38403,1186,25244,3466
2889,202310,CABO FRIO,RIO DE JANEIRO,SUDESTE,3812282,316723,2882983,812281
2890,202310,BOM DESPACHO,MINAS GERAIS,SUDESTE,556039,40470,375361,111782
2891,202310,RESERVA DO CABAÇAL,MATO GROSSO,CENTRO-OESTE,24549,902,13304,3425
2892,202310,JANDIRA,SÃO PAULO,SUDESTE,2077452,144679,1533319,293852
2893,202310,CANAPI,ALAGOAS,NORDESTE,173282,1988,125249,11705
2894,202310,MARI,PARAÍBA,NORDESTE,246274,6410,179807,22347
2895,202310,GUIDOVAL,MINAS GERAIS,SUDESTE,57070,4224,37642,9978
2896,202310,SANTA LUZIA DO ITANHY,SERGIPE,NORDESTE,120432,1734,73925,4101
2897,202310,LIBERDADE,MINAS GERAIS,SUDESTE,24968,1367,18057,3013
2898,202310,MONTE CARMELO,MINAS GERAIS,SUDESTE,439866,40730,298051,91647
2899,202310,PARANAIGUARA,GOIÁS,CENTRO-OESTE,104825,6568,73356,20250
2900,202310,PEDRA MOLE,SERGIPE,NORDESTE,32074,176,20469,626
2901,202310,CRISÓLITA,MINAS GERAIS,SUDESTE,45186,913,28049,2063
2902,202310,CATURITÉ,PARAÍBA,NORDESTE,47295,1733,35588,5876
2903,202310,LAVRINHAS,SÃO PAULO,SUDESTE,87604,2516,54260,7410
2904,202310,ARÊS,RIO GRANDE DO NORTE,NORDESTE,162564,3921,122394,33502
2905,202310,JERICÓ,PARAÍBA,NORDESTE,107568,2430,207966,6838
2906,202310,CANUTAMA,AMAZONAS,NORTE,93808,2158,55599,3667
2907,202310,SANTANA DO JACARÉ,MINAS GERAIS,SUDESTE,29517,1257,18250,3233
2908,202310,ITAGUAÇU,ESPÍRITO SANTO,SUDESTE,110273,4429,64836,19242
2909,202310,WESTFÁLIA,RIO GRANDE DO SUL,SUL,14135,1890,7881,2660
2910,202310,DUAS BARRAS,RIO DE JANEIRO,SUDESTE,103783,6190,65831,15196
2911,202310,CONCEIÇÃO DO CASTELO,ESPÍRITO SANTO,SUDESTE,108081,6579,65657,21591
2912,202310,UNIÃO DO SUL,MATO GROSSO,CENTRO-OESTE,46466,4463,28879,7885
2913,202310,VILA BELA DA SANTÍSSIMA TRINDADE,MATO GROSSO,CENTRO-OESTE,162515,9459,93895,27686
2914,202310,CONSOLAÇÃO,MINAS GERAIS,SUDESTE,11257,1425,6720,1903
2915,202310,BRAÚNAS,MINAS GERAIS,SUDESTE,33528,1092,21833,3432
2916,202310,LONTRA,MINAS GERAIS,SUDESTE,116427,5524,83444,15584
2917,202310,INHACORÁ,RIO GRANDE DO SUL,SUL,13465,1098,7384,1153
2918,202310,MAIRIPORÃ,SÃO PAULO,SUDESTE,1114008,108882,775167,177742
2919,202310,COSMÓPOLIS,SÃO PAULO,SUDESTE,860747,60607,548467,114359
2920,202310,CLARAVAL,MINAS GERAIS,SUDESTE,35754,1875,22503,5266
2921,202310,RIBEIRÃO DAS NEVES,MINAS GERAIS,SUDESTE,5494210,264826,4155802,1478058
2922,202310,PATU,RIO GRANDE DO NORTE,NORDESTE,148217,4065,110658,15601
2923,202310,PAIM FILHO,RIO GRANDE DO SUL,SUL,20032,1950,9990,4172
2924,202310,RIO MANSO,MINAS GERAIS,SUDESTE,35197,3087,23582,10215
2925,202310,BARRA DA ESTIVA,BAHIA,NORDESTE,317676,16031,271658,50623
2926,202310,DOM AQUINO,MATO GROSSO,CENTRO-OESTE,88062,4854,53604,11078
2927,202310,SANTANA DA VARGEM,MINAS GERAIS,SUDESTE,53701,3715,33509,12108
2928,202310,PILAR DO SUL,SÃO PAULO,SUDESTE,246711,30326,165754,58952
2929,202310,DORES DE CAMPOS,MINAS GERAIS,SUDESTE,81352,12858,55933,26771
2930,202310,ARAPUÁ,MINAS GERAIS,SUDESTE,17958,1441,11379,3428
2931,202310,FAXINAL DO SOTURNO,RIO GRANDE DO SUL,SUL,55170,4749,30617,13842
2932,202310,NOVA UNIÃO,RONDÔNIA,NORTE,53481,3191,32625,12328
2933,202310,ITAPAGIPE,MINAS GERAIS,SUDESTE,117543,9570,69874,34997
2934,202310,TERESÓPOLIS,RIO DE JANEIRO,SUDESTE,2360353,156115,1743783,389197
2935,202310,PAULO BENTO,RIO GRANDE DO SUL,SUL,6786,1420,4397,2114
2936,202310,PARIQUERA-AÇU,SÃO PAULO,SUDESTE,237936,17720,145108,77123
2937,202310,MASSARANDUBA,PARAÍBA,NORDESTE,110172,2402,77494,6580
2938,202310,SERROLÂNDIA,BAHIA,NORDESTE,157655,5181,111479,16081
2939,202310,CASIMIRO DE ABREU,RIO DE JANEIRO,SUDESTE,585265,45442,417156,114561
2940,202310,MARMELÓPOLIS,MINAS GERAIS,SUDESTE,18229,1148,12416,2278
2941,202310,EDÉIA,GOIÁS,CENTRO-OESTE,155526,12647,98299,36355
2942,202310,MÃE D'ÁGUA,PARAÍBA,NORDESTE,40726,607,27128,1075
2943,202310,CATURAÍ,GOIÁS,CENTRO-OESTE,58067,4610,48187,11292
2944,202310,ARAÇAÍ,MINAS GERAIS,SUDESTE,23126,540,14208,1775
2945,202310,CLARO DOS POÇÕES,MINAS GERAIS,SUDESTE,86054,2310,54321,6607
2946,202310,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,CENTRO-OESTE,144709,12276,91950,26772
2947,202310,SÃO BENTO DO TRAIRÍ,RIO GRANDE DO NORTE,NORDESTE,49270,777,33098,2681
2948,202310,MUITOS CAPÕES,RIO GRANDE DO SUL,SUL,12709,841,6790,1988
2949,202310,SÉRIO,RIO GRANDE DO SUL,SUL,7312,596,3509,1227
2950,202310,CRISTAL DO SUL,RIO GRANDE DO SUL,SUL,12401,992,5990,1486
2951,202310,NOVA GRANADA,SÃO PAULO,SUDESTE,196058,15699,125783,40473
2952,202310,CURVELÂNDIA,MATO GROSSO,CENTRO-OESTE,51102,3614,30008,8659
2953,202310,VÁRZEA DA PALMA,MINAS GERAIS,SUDESTE,422951,21422,279265,60667
2954,202310,TABULEIRO,MINAS GERAIS,SUDESTE,27899,1828,20000,4848
2955,202310,RUBINÉIA,SÃO PAULO,SUDESTE,32349,2843,18508,7244
2956,202310,SÃO JOÃO BATISTA DO GLÓRIA,MINAS GERAIS,SUDESTE,65089,7940,47166,20540
2957,202310,NATIVIDADE DA SERRA,SÃO PAULO,SUDESTE,57419,4436,38355,9581
2958,202310,ALPINÓPOLIS,MINAS GERAIS,SUDESTE,169714,13832,112308,40475
2959,202310,SÃO JOÃO DA PARAÚNA,GOIÁS,CENTRO-OESTE,17972,893,10687,3192
2960,202310,AREIAL,PARAÍBA,NORDESTE,75224,1694,48744,6443
2961,202310,LAGOA DO BARRO DO PIAUÍ,PIAUÍ,NORDESTE,55412,2229,35586,9492
2962,202310,BERNARDINO DE CAMPOS,SÃO PAULO,SUDESTE,110713,11042,65362,22323
2963,202310,ENGENHO VELHO,RIO GRANDE DO SUL,SUL,6093,368,3105,560
2964,202310,SÃO JOSÉ DE PRINCESA,PARAÍBA,NORDESTE,19478,275,11669,920
2965,202310,URUCUIA,MINAS GERAIS,SUDESTE,104526,6030,63814,17798
2966,202310,SÃO MIGUEL ARCANJO,SÃO PAULO,SUDESTE,293297,24588,188368,50810
2967,202310,ESPÍRITO SANTO,RIO GRANDE DO NORTE,NORDESTE,84979,1436,69049,3945
2968,202310,TEÓFILO OTONI,MINAS GERAIS,SUDESTE,1863857,113063,1325832,480757
2969,202310,MATINHAS,PARAÍBA,NORDESTE,31491,388,22892,2005
2970,202310,NAZÁRIA,PIAUÍ,NORDESTE,20464,2127,14674,6783
2971,202310,BALIZA,GOIÁS,CENTRO-OESTE,24463,985,15981,3206
2972,202310,BARÃO DE COCAIS,MINAS GERAIS,SUDESTE,416289,24727,248524,75544
2973,202310,CATALÃO,GOIÁS,CENTRO-OESTE,1470248,170787,1004149,411154
2974,202310,LAJEADO,RIO GRANDE DO SUL,SUL,960939,140269,588030,485291
2975,202310,TRIUNFO,PARAÍBA,NORDESTE,101075,1459,73936,10703
2976,202310,CODAJÁS,AMAZONAS,NORTE,245748,4104,165523,14466
2977,202310,CARLINDA,MATO GROSSO,CENTRO-OESTE,84701,5715,48492,14500
2978,202310,CARIRIAÇU,CEARÁ,NORDESTE,307570,7097,222173,24237
2979,202310,BOA VISTA,PARAÍBA,NORDESTE,83965,3422,55084,9139
2980,202310,JACIARA,MATO GROSSO,CENTRO-OESTE,417986,35289,255620,109104
2981,202310,ÁGUA COMPRIDA,MINAS GERAIS,SUDESTE,18782,1470,12453,3119
2982,202310,TAPIRA,MINAS GERAIS,SUDESTE,37437,2872,20514,11053
2983,202310,RIBEIRÃOZINHO,MATO GROSSO,CENTRO-OESTE,27096,2122,16367,6389
2984,202310,RIACHO DE SANTO ANTÔNIO,PARAÍBA,NORDESTE,24657,361,17231,660
2985,202310,RIO CASCA,MINAS GERAIS,SUDESTE,131933,6927,84750,16707
2986,202310,SANTA RITA DE CALDAS,MINAS GERAIS,SUDESTE,54940,4296,34911,9879
2987,202310,CATAS ALTAS DA NORUEGA,MINAS GERAIS,SUDESTE,23861,958,13819,2580
